journal,publications,citations,mean_citations,mean_fwci,cum,zone
AStA Wirtschafts- und Sozialstatistisches Archiv,1,3,3.0,0.4848,3999,3
Action Research,1,3,3.0,1.2742,4000,3
African Journal of AIDS Research,1,3,3.0,0.6901,4001,3
Asian Academy of Management Journal,1,3,3.0,0.4413,4002,3
Asian Survey,1,3,3.0,0.0,4003,3
Asian journal of African studies,1,3,3.0,1.6261,4004,3
CBN Journal of Applied Statistics (JAS),1,3,3.0,0.3671,4005,3
Chettinad Health City Medical Journal,1,3,3.0,4.4303,4006,3
Clinical & Experimental Allergy,1,3,3.0,1.8823,4007,3
East African Journal of Public Health,1,3,3.0,0.0,4008,3
Food science and quality management,1,3,3.0,0.6781,4009,3
Frontiers in Global Women s Health,1,3,3.0,5.8917,4010,3
Global Journal of Infectious Diseases and Clinical Research,1,3,3.0,0.6616,4011,3
Global Journal of Social Sciences,1,3,3.0,1.1108,4012,3
Healthcare in Low-resource Settings,1,3,3.0,0.0,4013,3
Human Vaccines & Immunotherapeutics,1,3,3.0,0.323,4014,3
IJID Regions,1,3,3.0,0.4769,4015,3
Indian Journal of Public Administration,1,3,3.0,1.1183,4016,3
Infectious Diseases of Poverty,1,3,3.0,0.8645,4017,3
International Journal for Research in Applied Science and Engineering Technology,1,3,3.0,0.6199,4018,3
International Journal of Academic Research in Economics and Management Sciences,1,3,3.0,0.6364,4019,3
International Journal of Anthropology and Ethnology,1,3,3.0,1.2873,4020,3
International Journal of Ecology & Development,1,3,3.0,0.952,4021,3
International Journal of Pharmaceutical and Healthcare Marketing,1,3,3.0,0.7435,4022,3
International Journal of Research in Advent Technology,1,3,3.0,0.2686,4023,3
Investment Management and Financial Innovations,1,3,3.0,0.835,4024,3
Issues in Business Management and Economics,1,3,3.0,0.8503,4025,3
JOURNAL OF CURRENT DEBATES IN SOCIAL SCIENCES,1,3,3.0,0.5092,4026,3
JOURNAL OF SOCIAL SCIENCE RESEARCH,1,3,3.0,0.2273,4027,3
Jogelméleti Szemle,1,3,3.0,0.7362,4028,3
Journal of Accounting Finance and Auditing Studies,1,3,3.0,1.1151,4029,3
Journal of Armed Forces Medical College Bangladesh,1,3,3.0,0.4412,4030,3
Journal of Global Health Care Systems,1,3,3.0,1.0522,4031,3
Journal of Global Scholars of Marketing Science,1,3,3.0,0.9319,4032,3
Journal of Health Politics Policy and Law,1,3,3.0,0.0,4033,3
Journal of Human Hypertension,1,3,3.0,1.8823,4034,3
Journal of Mental Health and Human Behaviour,1,3,3.0,0.4704,4035,3
Nnamdi Azikiwe University Journal of International Law and Jurisprudence,1,3,3.0,0.2882,4036,3
Orphanet Journal of Rare Diseases,1,3,3.0,0.2663,4037,3
PLoS neglected tropical diseases,1,3,3.0,0.3327,4038,3
Pakistan Journal of Health Sciences,1,3,3.0,0.7362,4039,3
Pharmacoepidemiology and Drug Safety,1,3,3.0,0.2931,4040,3
Public Health Nutrition,1,3,3.0,0.3407,4041,3
Radiology Research and Practice,1,3,3.0,0.1277,4042,3
SCIREA Journal of Health,1,3,3.0,0.7362,4043,3
Social Policy and Society,1,3,3.0,1.2495,4044,3
Social Work and Social Welfare,1,3,3.0,0.3318,4045,3
Studies in Social Science & Humanities,1,3,3.0,0.7354,4046,3
Türk bilgisayar ve matematik eğitimi dergisi,1,3,3.0,0.4723,4047,3
Venereology,1,3,3.0,4.0632,4048,3
ACTA ECONOMICA,1,2,2.0,0.5333,4049,3
Academic Medicine & Surgery,1,2,2.0,2.2803,4050,3
Academic Review of Humanities and Social Sciences,1,2,2.0,0.2273,4051,3
Acta Scientific Pharmaceutical Sciences,1,2,2.0,0.5558,4052,3
African Journal of Anaesthesia and Intensive Care,1,2,2.0,0.0,4053,3
African Journal of Midwifery and Women s Health,1,2,2.0,0.0,4054,3
American International Journal of Multidisciplinary Scientific Research,1,2,2.0,0.5934,4055,3
American academic & scholarly research journal,1,2,2.0,0.6309,4056,3
Applied Soft Computing,1,2,2.0,43.4837,4057,3
Archives of Medicine,1,2,2.0,0.4613,4058,3
Asian Economic Policy Review,1,2,2.0,0.4706,4059,3
BLDE University Journal of Health Sciences,1,2,2.0,0.4156,4060,3
Canadian social science,1,2,2.0,0.2387,4061,3
Current Research in Interdisciplinary Studies,1,2,2.0,1.3378,4062,3
E-Journal of Humanities Arts and Social Sciences,1,2,2.0,0.2071,4063,3
East African Journal of Information Technology,1,2,2.0,0.2576,4064,3
Ekonomski horizonti,1,2,2.0,0.5372,4065,3
Finance & Accounting Research Journal,1,2,2.0,0.7356,4066,3
Global Disclosure of Economics and Business,1,2,2.0,0.8763,4067,3
Gümüşhane Üniversitesi Sağlık Bilimleri Dergisi,1,2,2.0,1.3052,4068,3
Health Behavior and Policy Review,1,2,2.0,0.6512,4069,3
Health Sciences Investigations Journal,1,2,2.0,0.8495,4070,3
Healthcare financial management,1,2,2.0,0.0,4071,3
Hospital Topics,1,2,2.0,0.8495,4072,3
Indian Journal of Community and Family Medicine,1,2,2.0,0.0,4073,3
Indian Journal of Ophthalmology,1,2,2.0,0.3601,4074,3
Indian Journal of Sexually Transmitted Diseases and AIDS,1,2,2.0,0.4639,4075,3
Innovation & Management Review,1,2,2.0,4.1842,4076,3
International Journal of Advanced Community Medicine,1,2,2.0,0.0,4077,3
International Journal of Advanced Multidisciplinary Research and Studies,1,2,2.0,3.0166,4078,3
International Journal of Building Pathology and Adaptation,1,2,2.0,2.5061,4079,3
International Journal of Computer Science and Data Engineering,1,2,2.0,2.6358,4080,3
International Journal of Contemporary Research and Review,1,2,2.0,0.4297,4081,3
International Journal of Current Research and Review,1,2,2.0,0.2272,4082,3
International Journal of Economics and Finance,1,2,2.0,0.0,4083,3
International Journal of Management and Development Studies,1,2,2.0,0.7356,4084,3
International Journal of Public Health Research,1,2,2.0,0.6156,4085,3
International Journal of Public Sector Management,1,2,2.0,1.0105,4086,3
International Journal of Research Foundation of Hospital and Healthcare Administration,1,2,2.0,0.0,4087,3
International Journal of Sudan Research,1,2,2.0,0.0,4088,3
International Journal of Surgery Global Health,1,2,2.0,1.0517,4089,3
International and Multidisciplinary Journal of Social Sciences,1,2,2.0,0.3282,4090,3
Iranian Journal of Public Health,1,2,2.0,0.8495,4091,3
Italian Journal of Public Health,1,2,2.0,0.0,4092,3
JINAV Journal of Information and Visualization,1,2,2.0,0.4413,4093,3
Japanese journal of leprosy,1,2,2.0,0.1954,4094,3
Journal of Ayurveda and Holistic medicine.,1,2,2.0,0.4104,4095,3
Journal of Evaluation in Clinical Practice,1,2,2.0,3.176,4096,3
Journal of Global Economy,1,2,2.0,0.8085,4097,3
Journal of Governance and Regulation,1,2,2.0,0.389,4098,3
Journal of Health Inequalities,1,2,2.0,0.7405,4099,3
Journal of Information Technology and Digital World,1,2,2.0,1.0897,4100,3
Journal of Lung Health and Diseases,1,2,2.0,0.0,4101,3
Journal of Maternal and Child Health,1,2,2.0,0.7628,4102,3
Journal of Medical Ethics,1,2,2.0,0.3595,4103,3
Journal of Policy History,1,2,2.0,2.2368,4104,3
Journal of Primary Care & Community Health,1,2,2.0,0.5929,4105,3
Journal of Research and Health,1,2,2.0,0.4142,4106,3
Journal of Social Protection,1,2,2.0,0.0,4107,3
Journal of Social Sciences,1,2,2.0,0.5874,4108,3
Journal of human dynamics,1,2,2.0,0.812,4109,3
Journal of medical research/The journal of medical research,1,2,2.0,0.0,4110,3
Jurnal Bisnis Manajemen dan Ekonomi,1,2,2.0,0.5655,4111,3
KIU Journal of Social Sciences,1,2,2.0,0.4045,4112,3
Korea Association of International Development and Cooperation,1,2,2.0,0.0,4113,3
Malaysian Journal of Medical and Biological Research,1,2,2.0,0.0,4114,3
Momona Ethiopian Journal of Science,1,2,2.0,1.0084,4115,3
Obstetrics and Gynecology Research,1,2,2.0,0.0,4116,3
RA Journal Of Applied Research,1,2,2.0,0.0,4117,3
Revista Gestão Inovação e Tecnologias,1,2,2.0,0.23,4118,3
SN Business & Economics,1,2,2.0,0.4125,4119,3
South Asian Journal of Business and Management Cases,1,2,2.0,1.0886,4120,3
South East Asia Journal of Public Health,1,2,2.0,0.0,4121,3
Sumedha Journal of Management,1,2,2.0,0.0,4122,3
The Geneva Risk and Insurance Review,1,2,2.0,0.0,4123,3
The Journal of African Development,1,2,2.0,0.5291,4124,3
The Journal of Medicine Law & Public Health,1,2,2.0,2.4282,4125,3
Traditional Medicine Research,1,2,2.0,0.2781,4126,3
World Journal of Cardiovascular Diseases,1,2,2.0,0.779,4127,3
生命科学（ISSN1934-7391）,1,2,2.0,0.385,4128,3
"2002 Annual meeting, July 28-31, Long Beach, CA",1,1,1.0,0.0,4129,3
ABUAD Journal of Engineering Research and Development (AJERD),1,1,1.0,0.5421,4130,3
Acta Neurologica Scandinavica,1,1,1.0,0.2353,4131,3
Acta agriculturae Slovenica,1,1,1.0,0.0,4132,3
Administrative Sciences,1,1,1.0,3.5146,4133,3
Africa Environmental Review Journal,1,1,1.0,0.0,4134,3
African Journal of Economics and Sustainable Development,1,1,1.0,0.3706,4135,3
African Journal of Microbiology Research,1,1,1.0,0.0,4136,3
African Journal of Neurological Sciences,1,1,1.0,0.0,4137,3
Agricultural Finance Review,1,1,1.0,0.2816,4138,3
Annals of Clinical and Biomedical Research,1,1,1.0,0.3704,4139,3
Annals of community health,1,1,1.0,0.2306,4140,3
Archives of Current Research International,1,1,1.0,0.2026,4141,3
Archives of Disease in Childhood,1,1,1.0,0.4849,4142,3
Asian Journal of Health Sciences,1,1,1.0,0.2185,4143,3
Asian Journal of Social Sciences and Management Studies,1,1,1.0,0.6818,4144,3
BMC Complementary Medicine and Therapies,1,1,1.0,12.6019,4145,3
BMC Rheumatology,1,1,1.0,0.7854,4146,3
BMJ Case Reports,1,1,1.0,0.2618,4147,3
Business Perspective Review,1,1,1.0,0.2618,4148,3
EKONOMIKA I UPRAVLENIE PROBLEMY RESHENIYA,1,1,1.0,0.2941,4149,3
Economic Sciences.,1,1,1.0,6.4615,4150,3
Economy,1,1,1.0,1.5793,4151,3
Ethiopian journal of public health and nutrition,1,1,1.0,0.0,4152,3
European Heart Journal - Quality of Care and Clinical Outcomes,1,1,1.0,6.3227,4153,3
European Journal of Clinical and Biomedical Sciences,1,1,1.0,0.3895,4154,3
European Journal of Mathematics and Statistics,1,1,1.0,0.6566,4155,3
Financial Engineering,1,1,1.0,1.2141,4156,3
Frontiers in Medicine,1,1,1.0,0.6357,4157,3
GUSAU JOURNAL OF ECONOMICS AND DEVELOPMENT STUDIES,1,1,1.0,0.3698,4158,3
Gender and Behaviour,1,1,1.0,0.0,4159,3
GeoJournal,1,1,1.0,1.1332,4160,3
Global Journal of Medical Research,1,1,1.0,0.2206,4161,3
Global Pediatric Health,1,1,1.0,0.3728,4162,3
Global journal of applied management and social sciences,1,1,1.0,0.0,4163,3
Gynecology and Obstetrics Clinical Medicine,1,1,1.0,0.133,4164,3
Humanities and Social Sciences,1,1,1.0,0.0,4165,3
Humanities and Social Sciences Letters,1,1,1.0,0.2243,4166,3
INTERNATIONAL JOURNAL OF PROFESSIONAL STUDIES,1,1,1.0,0.0,4167,3
INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH,1,1,1.0,0.6752,4168,3
ISRN Public Health,1,1,1.0,0.0,4169,3
Indian Journal of Economics and Development,1,1,1.0,0.2585,4170,3
Indian Journal of Pharmaceutical Sciences,1,1,1.0,1.1402,4171,3
Indian Journal of Pharmacy Practice,1,1,1.0,0.1717,4172,3
International Journal in Management and Social Science,1,1,1.0,0.0,4173,3
International Journal of Academic Research in Business and Social Sciences,1,1,1.0,0.2841,4174,3
International Journal of Current Aspects,1,1,1.0,0.0,4175,3
International Journal of Engineering Technologies and Management Research,1,1,1.0,0.2451,4176,3
International Journal of Evidence-Based Healthcare,1,1,1.0,0.0,4177,3
International Journal of Health Policy Planning,1,1,1.0,0.5123,4178,3
International Journal of Health and Medicine,1,1,1.0,0.0834,4179,3
International Journal of Integrative Medical Sciences,1,1,1.0,0.261,4180,3
International Journal of Management and Humanities,1,1,1.0,0.2514,4181,3
International Journal of Multidisciplinary Research & Reviews,1,1,1.0,1.5501,4182,3
International Journal of Mycobacteriology,1,1,1.0,0.1273,4183,3
International Journal of Occupational Safety and Health,1,1,1.0,0.3926,4184,3
International Journal of Public Health and Nursing,1,1,1.0,10.6994,4185,3
International Journal of Reviews and Research in Social Sciences,1,1,1.0,0.0,4186,3
International Journal of Science Technology and Society,1,1,1.0,0.4247,4187,3
International Journal of Scientific Research and Management (IJSRM),1,1,1.0,0.3698,4188,3
International Journal of Scientific Research in Education,1,1,1.0,0.0,4189,3
International Journal of Scientific and Management Research,1,1,1.0,0.3706,4190,3
International Studies Interdisciplinary Political and Cultural Journal,1,1,1.0,0.6522,4191,3
International development policy/Revue internationale de politique de développement,1,1,1.0,0.2698,4192,3
International journal for humanities and social sciences.,1,1,1.0,0.2848,4193,3
"International journal of research in commerce, economics and management",1,1,1.0,0.0,4194,3
International journal of research in social sciences,1,1,1.0,0.0,4195,3
International public management review,1,1,1.0,0.0,4196,3
JAIDS Journal of Acquired Immune Deficiency Syndromes,1,1,1.0,0.0967,4197,3
Japan Journal of Medicine,1,1,1.0,0.1547,4198,3
Journal Healthcare Treatment Development,1,1,1.0,1.2202,4199,3
Journal Of Healthcare In Developing Countries,1,1,1.0,0.2071,4200,3
Journal of Bangladesh College of Physicians and Surgeons,1,1,1.0,0.198,4201,3
Journal of Biosciences and Medicines,1,1,1.0,0.2102,4202,3
Journal of Business Management and Information Systems,1,1,1.0,0.6566,4203,3
Journal of Commerce and Management Thought,1,1,1.0,0.0,4204,3
Journal of Complementary Medicine Research,1,1,1.0,0.198,4205,3
Journal of Contemporary Research in Business Economics and Finance,1,1,1.0,0.3895,4206,3
Journal of Dr. YSR University of Health Sciences.,1,1,1.0,1.3588,4207,3
Journal of Drug Delivery and Therapeutics,1,1,1.0,0.2071,4208,3
Journal of Economic and Business Research,1,1,1.0,0.0,4209,3
Journal of Health Statistics Reports,1,1,1.0,0.4233,4210,3
Journal of Health and Allied Sciences,1,1,1.0,0.207,4211,3
Journal of Indian Academy of Forensic Medicine,1,1,1.0,0.2119,4212,3
Journal of Mass Communication and Journalism,1,1,1.0,0.0,4213,3
Journal of Media and Communication Studies,1,1,1.0,0.0,4214,3
Journal of Medical Science And clinical Research,1,1,1.0,0.0,4215,3
Journal of Oncology Pharmacy Practice,1,1,1.0,0.0,4216,3
Journal of Public Policy and Administration,1,1,1.0,0.4247,4217,3
Journal of Research and Innovation for Sustainable Society,1,1,1.0,0.311,4218,3
Journal of Research in Medical and Dental Science,1,1,1.0,0.3015,4219,3
Journal of Stroke and Cerebrovascular Diseases,1,1,1.0,0.1541,4220,3
Journal of corporate governance insurance and risk management,1,1,1.0,0.2454,4221,3
Jurnal Ekonomi dan Studi Pembangunan,1,1,1.0,0.3703,4222,3
KAS African Law Study Library - Librairie Africaine d’Etudes Juridiques,1,1,1.0,0.0,4223,3
Lapai Journal of Economics,1,1,1.0,0.4233,4224,3
Legal Research Development,1,1,1.0,0.0,4225,3
Modern Economy,1,1,1.0,0.0481,4226,3
Nepal Journal of Public Health,1,1,1.0,1.2202,4227,3
Net Journal of Social Sciences,1,1,1.0,0.5658,4228,3
Open Journal of Nephrology,1,1,1.0,0.2454,4229,3
Open Journal of Psychiatry & Allied Sciences,1,1,1.0,0.0787,4230,3
Pakistan Journal of Public Health,1,1,1.0,0.2988,4231,3
Pan-African Journal of Health and Environmental Science,1,1,1.0,0.4288,4232,3
Policy & Governance Review,1,1,1.0,0.0,4233,3
Qualitative Research in Medicine & Healthcare,1,1,1.0,0.3306,4234,3
RADS Journal of Pharmacy and Pharmaceutical Sciences,1,1,1.0,0.0,4235,3
Ramanujan International Journal of Business and Research,1,1,1.0,0.2267,4236,3
Review of Agricultural Food and Environmental Studies,1,1,1.0,0.0,4237,3
Rupantaran A Multidisciplinary Journal,1,1,1.0,0.6387,4238,3
Rwanda Journal of Medicine and Health Sciences,1,1,1.0,0.6286,4239,3
SAINSMAT Journal of Applied Sciences Mathematics and Its Education,1,1,1.0,0.2977,4240,3
SMART Journal of Business Management Studies,1,1,1.0,0.0,4241,3
Santosh University Journal of Health Sciences,1,1,1.0,1.4921,4242,3
Science,1,1,1.0,0.1479,4243,3
Sexually Transmitted Infections,1,1,1.0,0.0,4244,3
Sociedade e Cultura,1,1,1.0,0.341,4245,3
Surgical Oncology Insight,1,1,1.0,1.3588,4246,3
The Economics and Finance Letters,1,1,1.0,1.5782,4247,3
The Egyptian Family Medicine Journal/The Egyptian Family Medicine Journal ,1,1,1.0,0.0,4248,3
The IUP Journal of Applied Economics,1,1,1.0,0.0,4249,3
The International Journal of Tuberculosis and Lung Disease,1,1,1.0,0.0967,4250,3
The Lancet HIV,1,1,1.0,0.4759,4251,3
UTMS Journal of Economics,1,1,1.0,0.0,4252,3
Verfassung in Recht und Übersee,1,1,1.0,1.0411,4253,3
World Journal of Biology Pharmacy and Health Sciences,1,1,1.0,1.3544,4254,3
World Journal of Research and Review,1,1,1.0,0.9875,4255,3
Zagazig University Medical Journal,1,1,1.0,0.4082,4256,3
"141st APHA Annual Meeting and Exposition (November 2 - November 6, 2013)",1,0,0.0,0.0,4257,3
ABUAD Journal of the Humanities-AGIDIGBO,1,0,0.0,0.0,4258,3
ACADEMICIA An International Multidisciplinary Research Journal,1,0,0.0,0.0,4259,3
AEFUNAI Journal of Economics Finance and Development Studies,1,0,0.0,0.0,4260,3
AKSU Journal of Administration and Corporate Governance,1,0,0.0,0.0,4261,3
AKSU Journal of Social Sciences,1,0,0.0,0.0,4262,3
Academia Research Journal,1,0,0.0,0.0,4263,3
Academic Voices A Multidisciplinary Journal,1,0,0.0,0.0,4264,3
Acta Medica Saliniana,1,0,0.0,0.0,4265,3
Acta Scientific Paediatrics,1,0,0.0,0.0,4266,3
Adarsh Journal of Management Research,1,0,0.0,0.0,4267,3
Advanced Emergency Nursing Journal,1,0,0.0,0.0,4268,3
Advances In Image and Video Processing,1,0,0.0,0.0,4269,3
Advances and Applications in Statistics,1,0,0.0,0.0,4270,3
Advances in Research,1,0,0.0,0.0,4271,3
Africa: rivista trimestrale di studi e documentazione,1,0,0.0,0.0,4272,3
African J of Economic and Sustainable Development,1,0,0.0,0.0,4273,3
African Journal of Commercial Studies,1,0,0.0,0.0,4274,3
African Journal of Finance and Management,1,0,0.0,0.0,4275,3
African Journal of Health Nursing and Midwifery,1,0,0.0,0.0,4276,3
African Journal of Health Safety and Environment,1,0,0.0,0.0,4277,3
African Journal of Inter/Multidisciplinary Studies,1,0,0.0,0.0,4278,3
African Journal of Social Issues,1,0,0.0,0.0,4279,3
African Journal of Social Sciences and Humanities Research,1,0,0.0,0.0,4280,3
African Quarterly Social Science Review,1,0,0.0,0.0,4281,3
African Scientific Reports,1,0,0.0,0.0,4282,3
Agrarwirtschaft,1,0,0.0,0.0,4283,3
Ahmar Metastasis Health Journal,1,0,0.0,0.0,4284,3
Aktualʹnye voprosy sovremennoj èkonomiki.,1,0,0.0,0.0,4285,3
Al-Bahir Journal for Engineering and Pure Sciences,1,0,0.0,0.0,4286,3
Al-Mağallah Al-Dawliyyaẗ Lil Sīyāsāt Al-ʿāmaẗ fi Miṣr,1,0,0.0,0.0,4287,3
American Journal of Development Studies,1,0,0.0,0.0,4288,3
American Journal of Economics and Business Management,1,0,0.0,0.0,4289,3
American Journal of Health Medicine and Nursing Practice,1,0,0.0,0.0,4290,3
American Journal of Interdisciplinary Research and Innovation,1,0,0.0,0.0,4291,3
American Journal of Law & Medicine,1,0,0.0,0.0,4292,3
American journal of mathematics and statistics,1,0,0.0,0.0,4293,3
Analisa Journal of Social Science and Religion,1,0,0.0,0.0,4294,3
Annals of Biomedical Sciences,1,0,0.0,0.0,4295,3
Annals of Dunarea de Jos University of Galati Fascicle I Economics and Applied Informatics,1,0,0.0,0.0,4296,3
Annals of Emergency Medicine,1,0,0.0,0.0,4297,3
Annals of Indian Psychiatry,1,0,0.0,0.0,4298,3
Annals of Management and Organization Research,1,0,0.0,0.0,4299,3
Annals of Oncology,1,0,0.0,0.0,4300,3
Annals of Pharmacy Practice and Pharmacotherapy,1,0,0.0,0.0,4301,3
Annals of Psychiatry and Treatment,1,0,0.0,0.0,4302,3
Anthropology and Ethnology Open Access Journal,1,0,0.0,0.0,4303,3
Aposta,1,0,0.0,0.0,4304,3
Architecture Image Studies,1,0,0.0,0.0,4305,3
Archives of Gerontology and Geriatrics Plus,1,0,0.0,0.0,4306,3
Archives of Management and Social Sciences,1,0,0.0,0.0,4307,3
Archives of Osteoporosis,1,0,0.0,0.0,4308,3
Archives of Trauma and Emergency Medicine,1,0,0.0,0.0,4309,3
Asia-Pacific Journal of Risk and Insurance,1,0,0.0,0.0,4310,3
Asian Journal of Agriculture Research and Extension,1,0,0.0,0.0,4311,3
Asian Journal of Dairy and Food Research,1,0,0.0,0.0,4312,3
Asian Journal of Development Matters,1,0,0.0,0.0,4313,3
Asian Journal of Economics and Empirical Research,1,0,0.0,0.0,4314,3
Asian Journal of Empirical Research,1,0,0.0,0.0,4315,3
Asian Journal of Ethics in Health and Medicine,1,0,0.0,0.0,4316,3
Asian Journal of Population Sciences,1,0,0.0,0.0,4317,3
Assiut Scientific Nursing Journal,1,0,0.0,0.0,4318,3
Australian journal of medical herbalism,1,0,0.0,0.0,4319,3
BARUN Journal,1,0,0.0,0.0,4320,3
BMC Cancer,1,0,0.0,0.0,4321,3
BSSS Journal of Commerce,1,0,0.0,0.0,4322,3
BSSS Journal of Social Work,1,0,0.0,0.0,4323,3
Babcock University Medical Journal,1,0,0.0,0.0,4324,3
Badania Operacyjne i Decyzje/Operations Research and Decisions,1,0,0.0,0.0,4325,3
Bali Medical Journal,1,0,0.0,0.0,4326,3
Bangladesh Journal of Political Economy,1,0,0.0,0.0,4327,3
Bangladesh Medical Journal,1,0,0.0,0.0,4328,3
Beykoz Akademi Dergisi,1,0,0.0,0.0,4329,3
Bioinformation,1,0,0.0,0.0,4330,3
Biomedical Science and Clinical Research,1,0,0.0,0.0,4331,3
Bioscience Biotechnology Research Communications,1,0,0.0,0.0,4332,3
British Journal of Contemporary Research,1,0,0.0,0.0,4333,3
British journal of healthcare and medical research,1,0,0.0,0.0,4334,3
Cambodia Development Review,1,0,0.0,0.0,4335,3
Cancer Management and Research,1,0,0.0,0.0,4336,3
Chinese Health Resources,1,0,0.0,0.0,4337,3
Cogent Business & Management,1,0,0.0,0.0,4338,3
Cognizance Journal of Multidisciplinary Studies,1,0,0.0,0.0,4339,3
Computer Science and Information Technologies,1,0,0.0,0.0,4340,3
Contemporary Journal of Social Science Review,1,0,0.0,0.0,4341,3
Contemporary Research An Interdisciplinary Academic Journal,1,0,0.0,0.0,4342,3
Cross River Journal of Medicine,1,0,0.0,0.0,4343,3
Crossroads of Social Inquiry,1,0,0.0,0.0,4344,3
Current Medical Research and Opinion,1,0,0.0,0.0,4345,3
Current Research in Health Sciences,1,0,0.0,0.0,4346,3
DEPAN,1,0,0.0,0.0,4347,3
Development in Practice,1,0,0.0,0.0,4348,3
Diabetes,1,0,0.0,0.0,4349,3
Diabetes Research and Clinical Practice,1,0,0.0,0.0,4350,3
Direct Research Journal of Social Science and Educational Studies,1,0,0.0,0.0,4351,3
Discover Food,1,0,0.0,0.0,4352,3
Discover Medicine,1,0,0.0,0.0,4353,3
EKOMBIS REVIEW Jurnal Ilmiah Ekonomi dan Bisnis,1,0,0.0,0.0,4354,3
EUROPEAN RESEARCH,1,0,0.0,0.0,4355,3
East Africa Science,1,0,0.0,0.0,4356,3
East African Health Research Journal,1,0,0.0,0.0,4357,3
East African Journal of Business and Economics,1,0,0.0,0.0,4358,3
East African Journal of Social and Applied Sciences (EAJ-SAS),1,0,0.0,0.0,4359,3
Econometrics Letters,1,0,0.0,0.0,4360,3
Economic Alternatives,1,0,0.0,0.0,4361,3
Economics,1,0,0.0,0.0,4362,3
Edith Cowan Journal of Medicine Nursing and Public health,1,0,0.0,0.0,4363,3
Egypt Institute Journal,1,0,0.0,0.0,4364,3
Egyptian Pediatric Association Gazette,1,0,0.0,0.0,4365,3
El Mednifico Journal,1,0,0.0,0.0,4366,3
Empirical Economic Review,1,0,0.0,0.0,4367,3
European Journal of Accounting Finance & Business,1,0,0.0,0.0,4368,3
European Journal of Business Management and Research,1,0,0.0,0.0,4369,3
European Journal of Economics and Management Sciences,1,0,0.0,0.0,4370,3
European Journal of Innovative Studies and Sustainability,1,0,0.0,0.0,4371,3
European Journal of Molecular & Clinical Medicine,1,0,0.0,0.0,4372,3
Evidence Based Health Policy Management and Economics,1,0,0.0,0.0,4373,3
Exploration of Digital Health Technologies,1,0,0.0,0.0,4374,3
FOCUS Journal of International Business,1,0,0.0,0.0,4375,3
FOXBusiness,1,0,0.0,0.0,4376,3
FUDMA JOURNAL OF MANAGEMENT SCIENCES,1,0,0.0,0.0,4377,3
Family Medicine & Primary Care Review,1,0,0.0,0.0,4378,3
Field Actions Science Reports,1,0,0.0,0.0,4379,3
GHMJ (Global Health Management Journal),1,0,0.0,0.0,4380,3
GLOBAL BUSINESS & FINANCE REVIEW,1,0,0.0,0.0,4381,3
GLOBAL JOURNAL OF MEDICAL STUDENTS,1,0,0.0,0.0,4382,3
GSC Advanced Research and Reviews,1,0,0.0,0.0,4383,3
Global Health,1,0,0.0,0.0,4384,3
Global Health Cases,1,0,0.0,0.0,4385,3
Global Health Journal of Health Sciences Public Health and Pharmacy,1,0,0.0,0.0,4386,3
Global Journal of Arts Humanities and Social Sciences,1,0,0.0,0.0,4387,3
Governance and Society Review,1,0,0.0,0.0,4388,3
Gusau Journal of Accounting and Finance,1,0,0.0,0.0,4389,3
Haemophilia,1,0,0.0,0.0,4390,3
Health & Healthcare in America: From Economics to Policy,1,0,0.0,0.0,4391,3
Health Care Current Reviews,1,0,0.0,0.0,4392,3
Health Promotion Journal of Australia,1,0,0.0,0.0,4393,3
Health Prospect,1,0,0.0,0.0,4394,3
Health Scope,1,0,0.0,0.0,4395,3
Health Service Management Review,1,0,0.0,0.0,4396,3
Health and population. Perspectives and issues,1,0,0.0,0.0,4397,3
Highland Medical Research Journal,1,0,0.0,0.0,4398,3
Hokengakuzasshi (JOURNAL of INSURANCE SCIENCE),1,0,0.0,0.0,4399,3
Hometown Advertising Limited.,1,0,0.0,0.0,4400,3
Hong Kong Journal of Social Sciences,1,0,0.0,0.0,4401,3
Hungarian Journal of African Studies / Afrika Tanulmányok,1,0,0.0,0.0,4402,3
IDOSR JOURNAL OF BIOLOGY CHEMISTRY AND PHARMACY,1,0,0.0,0.0,4403,3
IHOPE Journal of Ophthalmology,1,0,0.0,0.0,4404,3
IJARCCE,1,0,0.0,0.0,4405,3
INTERNATIONAL JOURNAL OF PUBLIC HEALTH RESEARCH AND DEVELOPMENT,1,0,0.0,0.0,4406,3
INTERNATIONAL JOURNAL OF SOCIAL SCIENCES AND MANAGEMENT RESEARCH,1,0,0.0,0.0,4407,3
IOSR Journal of Nursing and health Science,1,0,0.0,0.0,4408,3
IPS Journal of Public Health,1,0,0.0,0.0,4409,3
IUP Journal of Marketing Management,1,0,0.0,0.0,4410,3
IgMin Research,1,0,0.0,0.0,4411,3
Ilgʻor iqtisodiyot va pedagogik texnologiyalar.,1,0,0.0,0.0,4412,3
Indian Dermatology Online Journal,1,0,0.0,0.0,4413,3
Indian Journal of Clinical Anatomy and Physiology,1,0,0.0,0.0,4414,3
Indian Journal of Contemporary Dentistry,1,0,0.0,0.0,4415,3
Indian Journal of Forensic Medicine & Toxicology,1,0,0.0,0.0,4416,3
Indian Journal of Medical Sciences,1,0,0.0,0.0,4417,3
Indian Journal of Nephrology,1,0,0.0,0.0,4418,3
