author_id,author,publications,corpus_h_index
A5102858771,Somoday Hazra,1,0
A5102916382,Georgi Abraham,1,0
A5102920222,Balbir Kaur,1,0
A5102926137,Alfred Edwin Yawson,1,0
A5102954963,Joris Michielsen,1,0
A5102968924,Kiran Sharma,1,0
A5102974388,Sheetal Singh,1,0
A5102988451,Tatiana Bogdanova,1,0
A5103021248,Dennis Asante,1,0
A5103036705,Oluwatobi Dapo Oni,1,0
A5103041174,Nor Haty Hassan,1,0
A5103043759,Abderraouf Hilali,1,0
A5103056084,Susan Jain,1,0
A5103084133,Deepti Shrivastava,1,0
A5103096606,Chandan,1,0
A5103106827,Barry Watson,1,0
A5103168534,Mohamed Hossam Soliman,1,0
A5103200490,Abdul Raheem,1,0
A5103218470,Nkolika P. Uguru,1,0
A5103225163,Subhajit Chakraborty,1,0
A5103247211,Venkatesan Radha,1,0
A5103279281,Rupa Sarkar,1,0
A5103280428,Getachew Assefa,1,0
A5103346212,Rahul Roy,1,0
A5103361000,Alexis Zúñiga,1,0
A5103373354,Mir-saeed Salek,1,0
A5103383091,Anirudh Krishna,1,0
A5103427894,Zeng Wu,1,0
A5103549741,I. S. Abubakar,1,0
A5103551104,Diana N. Kimani,1,0
A5103586591,Vinod Kumar,1,0
A5103587873,K. C. S. Reddy,1,0
A5103600392,Vandana Dwivedi,1,0
A5103693260,Charles Victor,1,0
A5103708984,J.H. Velasquez Molina,1,0
A5103722812,Yahya Ibrahim,1,0
A5103798945,Suneeta Krishnan,1,0
A5103819218,C. Damodar Reddy,1,0
A5103926680,Saif Ullah,1,0
A5103932945,Avinash Sharma,1,0
A5103956421,Erica Sandi,1,0
A5103970179,Shruti Srinivasan,1,0
A5104084329,Samar Farag Mohamed,1,0
A5104086718,A.P. Singh,1,0
A5104103437,Rasha Mohamed Nagib Ali,1,0
A5104103529,O. Taiwo Adewale,1,0
A5104119125,Asaph Katarangi K.,1,0
A5104128193,Ufedo Monday Shaibu,1,0
A5104155104,Babatunde Joseph Kolawole,1,0
A5104182417,Abeer Abdallah Ali,1,0
A5104184058,Md. Nazmul Hassan Refat,1,0
A5104191241,Nabeel Chowdhury,1,0
A5104208428,Parbati Kumari Upadhyay,1,0
A5104226015,AA Imam,1,0
A5104250916,Shradhda Bista,1,0
A5104256114,R. Aarthi Alamelu,1,0
A5104290767,Merin Mariam Roy,1,0
A5104298983,Muhammad Zubair,1,0
A5104322328,Mende Mensa,1,0
A5104327594,Daniel Mukisa,1,0
A5104337067,Paul Amuna,1,0
A5104344640,Ebenezer Olatunji Adeyemi,1,0
A5104432285,Todd Brown,1,0
A5104487387,محمد رفعت القيرانى,1,0
A5104517899,ميرنا محمد عبدالقادر عثمان,1,0
A5104688557,Abraham N. Gyuse,1,0
A5104725071,Ntaji Maureen Iru,1,0
A5104725072,Adesoye Oluwaseun Opeyemi,1,0
A5104989624,Prof. Abd Elhaleem Elkady,1,0
A5105001272,Walaa Abdelgalil Ismael,1,0
A5105517046,Moges Tadesse Abebe,1,0
A5105675344,Nisha Jain,1,0
A5105719461,Adeline Ohwofasa Adaje,1,0
A5105966513,Seid ` KA,1,0
A5106065060,إنفيندر بول سينغ,1,0
A5106065061,محمد مكارفي أحمد,1,0
A5106161913,محمد سنوسي صادق,1,0
A5106257641,Sodeeq Opeyemi ADESOYE,1,0
A5106279107,Athul M Remesh,1,0
A5106279108,Hemachandren Munusamy,1,0
A5106334951,Monde Mulele -,1,0
A5106334952,John Waseem -,1,0
A5106336975,Glorious Jesang,1,0
A5106346372,Desalew Birhan,1,0
A5106346373,Eskeziaw Agdew,1,0
A5106386957,Promise N. Starris-Onyema,1,0
A5106400327,Б.К. Cыдыков,1,0
A5106434612,М.К. Омокеев,1,0
A5106453495,Angelina Privatus Kihanga,1,0
A5106462448,Г.С. Байтерекова,1,0
A5106465869,Ali Zackery,1,0
A5106531114,Inala Alafa,1,0
A5106531115,Umo-Udo Ndifreke,1,0
A5106531116,Uko Uwak,1,0
A5106650530,Milly Nakatabira,1,0
A5106681991,Nuzhat Masud Bhuiyan,1,0
A5106778534,Ada Ivy Phil-Ugochukwu,1,0
A5106785994,Aneth Wibroad,1,0
A5106876087,Gudluru Uday Sai,1,0
A5106885526,Zankhana Atodaria -,1,0
A5106885527,Heany Golwala -,1,0
A5106885528,Bhavik Ahir -,1,0
A5106886100,Ko Ko Zaw,1,0
A5106927701,Priscilla Tibihikirra,1,0
A5106933625,Keratiloe Sishoma Mogotsi,1,0
A5106968461,Artwell Manyera,1,0
A5107008492,Aarti Goyal,1,0
A5107014858,Augustine Owusu Frempong,1,0
A5107014859,Nancy M. A. Erskine-Sackey,1,0
A5107014860,Alexander Forson,1,0
A5107037735,Somtochi Prosper Nwani,1,0
A5107037739,Chukwudi Richard Ifeanyi,1,0
A5107072674,Gagandeep Singh,1,0
A5107106362,Robel Mesfine,1,0
A5107173885,Rajeev Kamal Kumar,1,0
A5107264811,L.D. Geddada,1,0
A5107264812,M. Vardhanapu,1,0
A5107264813,K. Pulapaka,1,0
A5107287142,N. Sanapala,1,0
A5107454160,Ruth Nkechi Sabastine,1,0
A5107468624,SUSHMITA CHAKRABARTI,1,0
A5107484269,Karen Holloway,1,0
A5107494353,Lamech Malekano Chmphero,1,0
A5107514373,Chilotam C. URAMA,1,0
A5107573457,Prasanna Tantri,1,0
A5107576506,Samuel S. Charlie,1,0
A5107580300,Paul Iliambee Aganyi,1,0
A5107615993,Rose Sakala,1,0
A5107618969,Ezekiel Kandagor,1,0
A5107625257,Obi Kamsochukwu Ego,1,0
A5107625258,Ojong Naomi Agbor,1,0
A5107653805,Anouk Chouaïd,1,0
A5107715467,Jalilarah Nassozi,1,0
A5107830293,Madhumita Dobe,1,0
A5107929712,A.O. Oladele,1,0
A5107956202,Sunil Dogra,1,0
A5107994763,V. Anitha,1,0
A5108075784,A O Adisa,1,0
A5108115101,Immaculata Xess,1,0
A5108132848,Abdulrazak Ajiya,1,0
A5108135646,Tarun Narang,1,0
A5108141021,Nsambu Kijjambu F.,1,0
A5108148073,MacellinaYinyinade Ijadunola,1,0
A5108159958,Diana Chepchirchir,1,0
A5108159959,Isaac Kemboi,1,0
A5108222394,Masters Student,1,0
A5108223781,Kyung Hyun Oh,1,0
A5108231709,Jeanna Holtz,1,0
A5108233917,Abdelmajid Abid,1,0
A5108273112,OluwaseunT. Esan,1,0
A5108307878,Sunday Michael Olaniyan,1,0
A5108311239,Nourhan Ashraf Salam,1,0
A5108327032,Linda Zhang,1,0
A5108347744,G. Krishnan,1,0
A5108365377,Rajiv Kumar Krishnan,1,0
A5108542319,Akujuobi Chibuzo Anthony,1,0
A5108548646,Anum Shaikh,1,0
A5108613754,GH Elsisi,1,0
A5108623159,Yalemzewod Assefa,1,0
A5108661552,O Olayemi,1,0
A5108706656,Degnesh Negash,1,0
A5108724357,KehindeO. Falayi,1,0
A5108745631,Sneha Marathe,1,0
A5108753981,Dushala Adhikari,1,0
A5108803085,Rajendra Basnet,1,0
A5108833994,Farook Azam Khan,1,0
A5108838474,Mandawi Subedi,1,0
A5108851718,Magnus A. Azuine,1,0
A5108865688,Simieneh MM,1,0
A5108915706,Adwitiya Das,1,0
A5108915919,EyaChukwunonso Patrick,1,0
A5108936721,Shyam Sundar K,1,0
A5108950239,Koshika Timsina,1,0
A5109001029,Dwarka Nath,1,0
A5109027305,Prof. Suleiman. A. S Aruwa,1,0
A5109143804,Son Nam Nguyen,1,0
A5109313598,Meron Seyoum Lakew,1,0
A5109367854,Golam Hossain,1,0
A5109382370,Hussein A Yakubu,1,0
A5109395457,Satabdi Mitra,1,0
A5109420438,Getasew Berhanu,1,0
A5109438791,Narayana Murthy M,1,0
A5109440581,Jema Haji,1,0
A5109467126,Mr.K.Santosh Kumar,1,0
A5109481773,Gladys Reuben Mahiti,1,0
A5109492386,Ibrahim Bekshak Kefas,1,0
A5109520470,M.V. Jagannadha Raju,1,0
A5109581833,Adama Koné,1,0
A5109589936,Zhou Lulin,1,0
A5109636039,Grace C. W. Ndeke,1,0
A5109644179,Onuchukwu Smart,1,0
A5109658533,A. Dávid,1,0
A5109686940,Amene Fki,1,0
A5109687051,Audace Manirakiza,1,0
A5109698958,Mukund Agrawal,1,0
A5109701197,Shahnaz Haque,1,0
A5109715681,Pradip Neupane,1,0
A5109736531,Sally Kimaiyo,1,0
A5109746077,Rajdeep Singh,1,0
A5109788031,Syed Jaffry,1,0
A5109797484,Himakshi Bharadwaj,1,0
A5109964387,Girish Bajaj,1,0
A5109969447,O A Solomon,1,0
A5109999257,Poonam Shah,1,0
A5110037075,Bahre Gebru,1,0
A5110049420,Rupak K. Das,1,0
A5110168313,Nagesh Kamat,1,0
A5110263266,Sunday Oyetayo Babalola,1,0
A5110288068,Nabil Dowidar,1,0
A5110308666,BC Manjunath,1,0
A5110331697,Afework Mulugeta,1,0
A5110424519,Dejene Seyoum,1,0
A5110427915,Lydia R Airede,1,0
A5110458614,A A Ismailov,1,0
A5110464816,K.V.N.R. Pratap,1,0
A5110475288,Kim Christine,1,0
A5110483708,D. Nagaraj,1,0
A5110501650,G D Nageswara Rao,1,0
A5110549551,Messay Mulugeta Tefera,1,0
A5110573987,Gérard Foulon,1,0
A5110599242,A.M. Anusa,1,0
A5110631902,Ida D'souza,1,0
A5110644001,M. Ganesan,1,0
A5110688725,Manira Dhasmana,1,0
A5110699595,M. Sirisha Rani,1,0
A5110738832,Ahmed H. Ibrahim,1,0
A5110833854,Neha Sah,1,0
A5110841124,S T Tanimu,1,0
A5110847261,Nympha Onyinye Enebe,1,0
A5110851902,Chichem Duru,1,0
A5110888072,Hongjo Choi,1,0
A5110916136,Sudha Chandrashekar,1,0
A5110924330,Bernard Munyao Muiya,1,0
A5110925204,Nithya Joseph,1,0
A5110927812,Thomas Ashley,1,0
A5110944893,Daniel Tadesse,1,0
A5110958138,Bishnu Das Ram,1,0
A5110966718,Kriti Yadav,1,0
A5110970241,Mu’awiyyah Babale Sufiyan,1,0
A5110977720,Daw Khin Saw Naing,1,0
A5111008677,Manal Omran Taryam,1,0
A5111015453,Abiodun Emmanuel Olusola,1,0
A5111019466,Ummukulsum Mustapha,1,0
A5111030652,Tyavyar J. Akosu,1,0
A5111048893,Zagira ISKAKOVA,1,0
A5111055401,Adesanya Shina Joshua,1,0
A5111061359,R. Aslam,1,0
A5111104045,Suman Lohani,1,0
A5111105172,I.Z. Ismailov,1,0
A5111105358,Simran Kaur,1,0
A5111112766,Merga Dheresa,1,0
A5111114034,Aboubakar Issa,1,0
A5111125779,Adekunle Christopher Williams,1,0
A5111156924,Beknazarov Zafarjon Ergashevich,1,0
A5111166024,A. M.,1,0
A5111172443,Kelvin Uchenna Omeje,1,0
A5111172592,Aliyu Ibrahim Shehu,1,0
A5111187309,Ilo C. I.,1,0
A5111188702,T. C. Nguyen,1,0
A5111194952,Sabita Budh Thapa,1,0
A5111251278,J Reinke,1,0
A5111261448,Aigbe Igben Fredrick,1,0
A5111279995,Arunkumar Ravichandran,1,0
A5111320568,Samyog Adhikari,1,0
A5111343185,Ola-Oluwa Samuel,1,0
A5111351937,Walid Abdulkadir Osman,1,0
A5111399844,Blessing Yayra Amable,1,0
A5111399845,Gifty Emefa Kpordze,1,0
A5111399846,Senanu Kwesi Dzokoto,1,0
A5111502306,G. L. Monekosso,1,0
A5111680495,P. Berman,1,0
A5111686586,ZainabT Sulaiman,1,0
A5111699660,Piyush Saxena,1,0
A5111751508,San San Aye,1,0
A5111921330,Ramesh Verma,1,0
A5111976485,Innocent George,1,0
A5111980292,Surya Narayana,1,0
A5111988614,ED Adinma,1,0
A5112040361,Black Re,1,0
A5112051919,Prahlad Rai Sodani,1,0
A5112052894,Jeffrey Boakye,1,0
A5112101326,Diaw Mor,1,0
A5112117927,Zulfia Khan,1,0
A5112154453,Radha Madhab Tripathy,1,0
A5112162273,Ahmed Jabrane Mlaouah,1,0
A5112180526,Andrea Rachow,1,0
A5112189849,Utkarsh Alok,1,0
A5112204712,Maninder Ahuja,1,0
A5112249161,A Suguna,1,0
A5112262633,Prasanta Tripathy,1,0
A5112290232,Kyaw Soe,1,0
A5112306328,Abdullahi Mohammed,1,0
A5112362141,Souhaiel Chatti,1,0
A5112394726,Abdullah Al Fahim,1,0
A5112421336,S. Rao,1,0
A5112421811,A. Jaya Kumar Shetty,1,0
A5112428067,Jyotsna Agarwal,1,0
A5112431989,Vani S. Kulkarni,1,0
A5112476234,Godfrey S Mfinanga,1,0
A5112486398,Amar Nath Upadhyay,1,0
A5112487492,Dion Morton,1,0
A5112515305,M. Rasheed Abdullahi,1,0
A5112520885,VO Omuemu,1,0
A5112536518,Sulagna Mukherjee,1,0
A5112547467,Nahed Shawkat Abo Elmagd,1,0
A5112550116,Anil J Purty,1,0
A5112562264,Ibrahim Shaibu,1,0
A5112575592,A. Ba,1,0
A5112577831,R.V. Suresh,1,0
A5112602184,Naveen Kumar,1,0
A5112633272,E L Ismaila,1,0
A5112667923,Amar Prem,1,0
A5112744577,Preetha Susan George,1,0
A5112748235,QurratUlAin Jamil,1,0
A5112755760,Ashok Bhardwaj,1,0
A5112779347,Durga Madhab Satapathy,1,0
A5112807510,Bandita Deka,1,0
A5112853582,Caroline A. Yao,1,0
A5112872324,Praween Agrawal,1,0
A5112876021,Adebayo Amos Oluwole,1,0
A5112893805,Kavita Kavita,1,0
A5112897515,Orech Sam,1,0
A5112919716,Celina Mate,1,0
A5112950160,Muluken Bafa Bassa,1,0
A5112950161,Alemayehu Desalegn Hailu,1,0
A5112966146,DR. SUSAN WERE,1,0
A5112973715,Emmanuel Ejambe Anyebe,1,0
A5112975907,Imrana Saeed,1,0
A5112999680,Nicolas Orgeira Pillai,1,0
A5113013850,R. Subramanian,1,0
A5113016504,Nawal Naeem,1,0
A5113021600,Ved Prakash Meena,1,0
A5113048484,Bayo L.O. Kazeem,1,0
A5113056277,Taiwo O Ogundipe,1,0
A5113073704,Ramadhan Hizaamu,1,0
A5113073859,Doyama-Woza Rodrigue Herman,1,0
A5113085633,Alisha Manandhar,1,0
A5113109968,K Balu,1,0
A5113118851,Karsi Mohammed,1,0
A5113124518,S. Ferguson,1,0
A5113136132,Emmanuel Gama,1,0
A5113140870,Satheeshan Balasubramanian,1,0
A5113155238,Walter Ochieng,1,0
A5113206273,Ram Krishna Shahi,1,0
A5113207376,Anmol Sehgal,1,0
A5113225747,Ilemona Adofu,1,0
A5113228165,Murtala Audu Ngabea,1,0
A5113232596,Shweta Sharda,1,0
A5113233040,Fatou Sarr Sow,1,0
A5113264046,Getachew Tesfaw Walle,1,0
A5113289740,Yideg Abinew Kebede,1,0
A5113300044,Ajai Kumar Jain,1,0
A5113305992,Mathieu Morand,1,0
A5113308139,Jovinary Adam,1,0
A5113324401,Zewudie Aderaw,1,0
A5113325155,Amanuel Nuredin Abdu,1,0
A5113326829,Muhammad Danish Saleem,1,0
A5113350692,Renu Tanwar,1,0
A5113357307,Srinivas Y. Gowda,1,0
A5113372645,Yasmine M Osman,1,0
A5113379273,Madhurima Vuddemarry,1,0
A5113408430,O Olaniyi,1,0
A5113411884,Moaz Elsayed Abouelmagd,1,0
A5113509424,M. D. Sani,1,0
A5113524099,Paolo Massaro,1,0
A5113594129,M Benson Thomas,1,0
A5113685046,W. Bazeyo,1,0
A5113693895,Jay Gribble,1,0
A5113703062,Shankar Reddy Dudala,1,0
A5113705834,Binta Abubakar,1,0
A5113771967,Alireza Jabbari,1,0
A5113791429,Ezebunwa E. Nwokocha,1,0
A5113837901,Marc Wuyts,1,0
A5113863041,Shipra Reddy Bethi,1,0
A5113866678,Most. Sabiha Sultana,1,0
A5113885244,Edgard‐Marius Ouendo,1,0
A5113919576,AuwalUmar Gajida,1,0
A5113937934,Vineeta Sharma,1,0
A5113948337,Pranam Dhar,1,0
A5113961204,Hashim Al-Amin S. Abu Zaid,1,0
A5113961597,Olalekan James Makinde,1,0
A5113985005,Mairo Abdullahi,1,0
A5113986600,Saw Yu Mon,1,0
A5114023207,Chinedu A. Idoko,1,0
A5114024761,Abdul-Aziz Seidu,1,0
A5114037606,Sudipta Halder,1,0
A5114040359,Melaku Tadege Engidaw,1,0
A5114052031,Anthony Edward Boakye,1,0
A5114068928,Sakshi Jaiswal,1,0
A5114084871,Salihu Abubakar Dauda,1,0
A5114096561,Ali Hussaini,1,0
A5114102416,Roshan Kumar Chaudhary,1,0
A5114137706,Negalign Berhanu,1,0
A5114148742,C Alo,1,0
A5114196796,Abdurazaque. P.M.,1,0
A5114225185,Salami Adeyemi Ismail,1,0
A5114227050,Musse Ahmed Ibrahim,1,0
A5114234180,David Aondona Daniel,1,0
A5114264735,Nyamizi Mhoja,1,0
A5114264999,Gabriel A. Adejor,1,0
A5114327085,Sandeep Khetrapal,1,0
A5114362724,Mulugeta Edao Shate,1,0
A5114373521,C.M. Selvamuthu,1,0
A5114429330,V Morgado,1,0
A5114448565,Nahed Shawkat Abo Elmagd,1,0
A5114455090,Tasrun Jahan,1,0
A5114461518,Oliyad Weldeyohannes,1,0
A5114461523,Fall Mouhamed,1,0
A5114508808,Saqib Salah Aufi,1,0
A5114546534,Yusra Fahim,1,0
A5114557911,Zakiyah Usman M. Zumunta,1,0
A5114563526,Ahmed Tamimu,1,0
A5114564620,Tigist Teferi,1,0
A5114573764,Lakshmi Narasimhan Srinivasagopalan,1,0
A5114650013,Kayungura Tasinzanzu Godefroid,1,0
A5114668494,J Jatau,1,0
A5114669337,P. N. Basil,1,0
A5114708360,Fana Gebresilassie,1,0
A5114731750,Josiane Abi Khattar,1,0
A5114738117,Eugene Amaakaven Tyokever,1,0
A5114881994,Addisu Assfaw Ayen,1,0
A5114881997,Wali Ahmed Nur,1,0
A5114923616,Oluebubechukwu Praise Eze,1,0
A5115053318,Menna Alaa El-Khouly,1,0
A5115053319,Alshaimaa Anwar Rezq,1,0
A5115053320,Mervat Mahmoud Elsengidy,1,0
A5115082990,Ramadhan Said Naibu,1,0
A5115403011,Arumuganathan Shanmugavinayagam,1,0
A5115415436,Chaganti RamiReddy,1,0
A5115568830,Evance Oyoo,1,0
A5115575816,Sandeep Khetarpal,1,0
A5115591170,Senthilkumar Ramasamy,1,0
A5115664090,Bintu Bayong,1,0
A5115672848,Tsegay Berihu,1,0
A5115697134,Nicholas Mutothya Mwilu,1,0
A5115700088,K Murugan,1,0
A5115700089,M Bharath,1,0
A5115726250,Diksha Sarwan,1,0
A5115793367,Asim Kumar Padhan,1,0
A5115845007,أسماء حسين,1,0
A5115883270,Soojin Park,1,0
A5115886029,Matthew O. Aneke,1,0
A5115975170,Abodunrin Oluwagbemiga,1,0
A5115975171,Jacob Ponmile,1,0
A5115975172,Hannah Ojo,1,0
A5116035355,O. E. Oluwadare,1,0
A5116116710,Job Nanyiri,1,0
A5116122228,محمود عمر بالا,1,0
A5116185657,Jason Nyonjo,1,0
A5116185658,Sauda Nakibuule,1,0
A5116213850,Rita Tekpertey,1,0
A5116216464,Alice Gimose,1,0
A5116234726,Michael Nalwelisie,1,0
A5116238051,Muhammad Nafis Shahriar Farabi,1,0
A5116285632,Jashanpreet Kaur,1,0
A5116285633,Himanshi,1,0
A5116285634,Ms. Harneet,1,0
A5116302536,Shrijana Kayastha,1,0
A5116333926,Manjunath Laxminarayana,1,0
A5116349361,Yusuf Hared Abdi,1,0
A5116349362,Yakub Burhan Abdullahi,1,0
A5116349363,Mohamed Sharif Abdi,1,0
A5116350917,Raj Bahadur Rokaya,1,0
A5116389708,Syeda Parnini,1,0
A5116392796,Kalpana Khanal,1,0
A5116393144,Bishnu Raj Kafle,1,0
A5116433587,Dagim Dagne,1,0
A5116467730,Brognan Adou Kouakou Franck,1,0
A5116467731,Balde Mariam,1,0
A5116467732,Koffi Yao Georges Levis.,1,0
A5116478721,Michael Lowery-Wilson,1,0
A5116478722,Cybel Nji Angwe,1,0
A5116478724,Nguyen Ngoc Bich Tram,1,0
A5116540961,Amegor Ilelosa Rock,1,0
A5116540962,Obazee Osazee Toyin,1,0
A5116540963,Anamome Jennifer Emoshioluamhe,1,0
A5116540964,Emmanuel Ufah Astril,1,0
A5116558980,Jordan Ganmavo,1,0
A5116565005,Jaya Prakash Basnet,1,0
A5116586211,Oluwakemi Blessing Ojulowo,1,0
A5116613558,Kashaf Naeem,1,0
A5116663698,Emma Watetu Kabeu,1,0
A5116665744,Hafsatou Diddi,1,0
A5116680829,Johanne Anouchka Abossolo Essi,1,0
A5116742151,Redouane Kaiss,1,0
A5116773291,Martin Riungu,1,0
A5116783693,Mrs. Pooja Rani,1,0
A5116854721,Fentahun Baylie Sendekie,1,0
A5116857630,Geofrey Isiko,1,0
A5116878446,Uma Kant,1,0
A5117115223,Hounkonnou Lionel,1,0
A5117127133,Ambrose Azenyinkajigi Adama,1,0
A5117182288,Firezer Belay Keno,1,0
A5117182961,Getachew Jufare,1,0
A5117182962,Lakech Haile,1,0
A5117227034,Ghizlan Bouzini,1,0
A5117227035,Abdelaziz Chahbar,1,0
A5117280245,William Otu,1,0
A5117350275,رامز رمضان محمد حسين,1,0
A5117350276,مرفت أندراوس,1,0
A5117353799,ONYEJIDO CHIOMA.C,1,0
A5117353800,ADENIJI FOLUKE OLUKEMI,1,0
A5117361759,Rishi Raghuwanshi,1,0
A5117368454,Sine Grude,1,0
A5117379515,Gaurav Bharti,1,0
A5117379516,Manisha Matolia,1,0
A5117399999,Michael Attah,1,0
A5117422656,Salum Kanyungu,1,0
A5117422706,Pulock Bhattacharji,1,0
A5117448675,B. Pushya,1,0
A5117448676,M. Neela,1,0
A5117513662,PS Mkpeme,1,0
A5117528350,Burnwell Mulenga,1,0
A5117603055,Ghafur Muhsinzoda,1,0
A5117710455,Henry Mwangi,1,0
A5117710456,Caroline Ndolo,1,0
A5117710457,Mohamed Semakula,1,0
A5117710458,Jean Bosco Ndayambaje,1,0
A5117710460,Tiva Kananura,1,0
A5117710461,Janvier Mungarulire,1,0
A5117710462,Theoneste Mutsindashyaka,1,0
A5117787101,Perpetual Wambui Kihara,1,0
A5117810127,Lamine Gaye,1,0
A5117843023,Julius Atamenwan,1,0
A5118115678,Caesar Kaba Kogoziga,1,0
A5118116824,VAISHALI GIRI,1,0
A5118120265,Prof. Jean de Dieu NDIKUMANA,1,0
A5118122313,Yoma Takougnadi,1,0
A5118122314,Manale Boredja,1,0
A5118135666,Tambi Daniel Mbu,1,0
A5118135892,Yonas Etana,1,0
A5118146988,Charles Amanfo Ofori,1,0
A5118164060,Puja Pal,1,0
A5118268260,Prof Balkrishna Salunkhe,1,0
A5118272415,Ronard Tusiime,1,0
A5118386331,Andam Edith Foje,1,0
A5118524371,Nasser Polly Sibwomu,1,0
A5118533199,Raphael Kwasi Gborgbortsi,1,0
A5118589226,Samuel Okaro,1,0
A5118618803,Sikopo Mubu,1,0
A5118696081,Dawit Regasa,1,0
A5118696130,Tenneh Conteh,1,0
A5118696131,Lee Jr.,1,0
A5118743102,Abdulraheem Kamaldeen Sunkanmi,1,0
A5118743103,Maduafokwa Adaeze,1,0
A5118743104,Omotayo Titilope,1,0
A5118764056,Garba Rabiu,1,0
A5118764057,Abdulraheem Muhammad Sunusi,1,0
A5118781813,A. Quiny Infanta,1,0
A5118785147,Mutuna Chiwele,1,0
A5118801168,Olasimbo Aderibigbe,1,0
A5118809944,Priyonkon Chatterjee,1,0
A5118823735,Dr H R Raveendra,1,0
A5118909498,Anjali Dhengle,1,0
A5118945046,Dinesh Ahirwal,1,0
A5118975573,Mohamed Mahdi Hussen,1,0
A5118975661,Aidrose Ahmed Mohamud,1,0
A5118994921,Prof Ramya H P,1,0
A5118996661,Maureen Sylvia Kusiima,1,0
A5118999214,Stephen Muchori Njenga,1,0
A5119051491,Leonard Akoh Abutu,1,0
A5119051493,Clement Andrew Ijighere,1,0
A5119062775,Chin Erick Ngehdzeka,1,0
A5119105367,V Gurusubramanya,1,0
A5119105368,Ajay Sahil,1,0
A5119106210,BABATUNDE JOSEPH OLANREWAJU,1,0
A5119106211,IBRAHIM TAJUDEEN LANRE,1,0
A5119106212,JIBRIL KHADIJA ASABE,1,0
A5119106213,MOHAMMED SALIHU OZEGYA,1,0
A5119106214,ZAKARI ADAMA YAHAYA,1,0
A5119122719,Editorial Team,1,0
A5119154023,Siddharth Rewadikar,1,0
A5119156973,Simeon Nganai,1,0
A5119160319,Barnabe Okouda,1,0
A5119160335,Dingom Madye,1,0
A5119169723,Josette Rosine Aniwuvi Gbeto,1,0
A5119173194,Kristine Sulakadze,1,0
A5119216285,Ezekiel Karino,1,0
A5119217606,Elmaati Errachiq,1,0
A5119267748,Anzoumana Comoé,1,0
A5119294006,Muhammad Munif,1,0
A5119333677,C.H. Emeribe,1,0
A5119341847,Whitney Adaeze Onuorah,1,0
A5119361950,Robert Lubajo,1,0
A5119366569,Gulnaz Hameed,1,0
A5119413092,Cynthia Kwamboka Nyaboga,1,0
A5119425522,Walaa Hussein Hassan Ayesh,1,0
A5119425523,Rana Osama Fakher,1,0
A5119425524,Dalia Reda Hassan Abou el Ela,1,0
A5119428757,Dziedzorm Awalime,1,0
A5119428762,Womma Habiba Hira,1,0
A5119428763,Maurine Ekun Nyok,1,0
A5119432413,Loida Erhard,1,0
A5119465535,Zainabu Bonza,1,0
A5119465536,Nyambilila Minga,1,0
A5119465537,Donata Ponsian Kemirembe Donata Ponsian Kemirembe,1,0
A5119467942,Mr. Virendra Vikram,1,0
A5119557496,IBRAHIM O. SALAWU,1,0
A5119571341,Gabriel Loi,1,0
A5119600587,Ngouyombo Ange Donatien,1,0
A5119600588,Garoua-Adjou Stéphanie Inesse,1,0
A5119600589,Folefack Tatsadong Christelle Corinne,1,0
A5119614137,Emmanuel Olusola,1,0
A5119621198,Yvonne-Elise Germanos,1,0
A5119621965,Ram Gudgila,1,0
A5119652359,Bhumika Nanjappa,1,0
A5119657733,Said Bin Zaino,1,0
A5119690936,Madhuri Uttamrao Misal,1,0
A5119699147,Othmane Hajji,1,0
A5119699148,Bouchra El Abbadi,1,0
A5119704800,Mohit Rohilla,1,0
A5119758227,Syed Shah Zeb,1,0
A5119765522,Alfred-Ugbenbo Deghinmotei,1,0
A5119817712,Chibuzor A. Emereole,1,0
A5119840949,Khadija Ahmadova,1,0
A5119896107,Norah Mwase,1,0
A5119899599,Okoronkwo Il,1,0
A5119957751,Tapu Maharna,1,0
A5119964306,Anbuvigneshwaran,1,0
A5119967127,Tonny Mwenda,1,0
A5120002906,Sam Abeid,1,0
A5120002907,Nyaboga Cynthia Kwamboka,1,0
A5120012318,Osazuwa M. Christopher,1,0
A5120019663,Peter Oshaji,1,0
A5120025539,Wajiha Ahmad Qazi,1,0
A5120090236,Mine Robert Maurice,1,0
A5120090237,Nabachenje Proscovia,1,0
A5120090238,Bisimwa Nankafu,1,0
A5120090239,Kagali Annitah Uside,1,0
A5120115057,Shafiul Alam Bhuiyan Bhuiyan,1,0
A5120200383,H V RAKSHA,1,0
A5120211638,Maina Lydia Ngunju,1,0
A5120228474,Mulugeta Mukuria,1,0
A5120230566,ULAGBA EMMANUEL,1,0
A5120230567,OKOH EDOH MIKE,1,0
A5120230568,MARVELOUS ADEDAYO,1,0
A5120231777,Prof. Chacko Jose p.,1,0
A5120233512,Zubairu Habibatu Dabo,1,0
A5120237796,IVF Project Team,1,0
A5120261464,R Resmi,1,0
A5120278246,Onyekachukwu Ernest Ebenebe,1,0
A5120324852,Mathews Silwamba,1,0
A5120324853,Chewe Mwimba,1,0
A5120348118,Riham El-Asady,1,0
A5120348119,Ahmed El Sobki,1,0
A5120348120,Gasser Gad El-Kareem,1,0
A5120397126,Magdy Bakr,1,0
A5120397127,Naeema Al Qasseer,1,0
A5120397128,Rehab Konsowa,1,0
A5120452172,Amos O. Kuroghoekigha,1,0
A5120481216,Shafiga Babirye,1,0
